0104,0,231
0101,0,187
0107,0,298
0102,0,231
0103,0,210
0105,0,178
0106,0,235
0200,0,167
0401,0,260
0403,0,239
0402,0,215
0408,0,207
0406,0,225
0407,0,229
0409,0,249
0404,0,224
0405,0,208
0501,0,228
0503,0,172
0504,0,228
0502,0,209
0624,0,173
0626,0,183
0621,0,191
0645,0,178
0630,0,233
0632,0,209
0603,0,239
0617,0,185
0609,0,178
0649,0,175
0623,0,198
0652,0,218
0642,0,190
0625,0,203
0613,0,221
0644,0,227
0601,0,208
0633,0,274
0611,0,194
0653,0,217
0647,0,224
0631,0,186
0604,0,228
0608,0,191
0614,0,195
0616,0,184
0635,0,181
0650,0,187
0641,0,180
0629,0,222
0602,0,192
0636,0,196
0622,0,187
0637,0,246
0606,0,197
0618,0,219
0651,0,193
0610,0,149
0607,0,205
0605,0,210
0620,0,177
0643,0,218
0619,0,196
0627,0,245
0646,0,165
0612,0,194
0648,0,205
0634,0,262
0628,0,255
0639,0,205
0615,0,188
0638,0,219
0640,0,225
0805,0,186
0801,0,251
0803,0,221
0806,0,238
0802,0,239
0807,0,231
0804,0,254
0903,0,200
0901,0,243
0904,0,192
0902,0,183
0905,0,241
1000,0,218
1198,0,179
1223,0,205
1212,0,246
1210,0,224
1207,0,186
1227,0,200
1211,0,184
1208,0,165
1218,0,188
1225,0,189
1204,0,187
1209,0,162
1217,0,270
1203,0,176
1219,0,222
1206,0,200
1213,0,211
1205,0,289
1202,0,184
1222,0,289
1214,0,260
1201,0,163
1215,0,232
1224,0,212
1216,0,195
1220,0,281
1221,0,215
1226,0,169
1313,0,183
1314,0,152
1312,0,197
1306,0,194
1310,0,209
1304,0,173
1301,0,191
1303,0,175
1302,0,253
1309,0,182
1307,0,166
1305,0,238
1308,0,230
1311,0,176
1501,0,196
1502,0,206
1602,0,176
1601,0,159
1701,0,304
1718,0,265
1706,0,254
1703,0,262
1709,0,229
1712,0,209
1716,0,242
1717,0,264
1713,0,250
1704,0,298
1705,0,302
1710,0,199
1707,0,341
1702,0,223
1714,0,202
1711,0,216
1708,0,224
1715,0,253
1806,0,205
1808,0,196
1802,0,210
1804,0,204
1801,0,178
1805,0,200
1803,0,201
1807,0,211
1809,0,191
1901,0,236
1903,0,220
1904,0,258
1902,0,234
2002,0,209
2003,0,213
2004,0,205
2001,0,226
2102,0,244
2105,0,227
2103,0,205
2106,0,229
2104,0,211
2101,0,237
2206,0,232
2201,0,297
2204,0,224
2205,0,236
2202,0,385
2203,0,192
2301,0,186
2302,0,234
2405,0,213
2402,0,309
2407,0,313
2406,0,215
2403,0,365
2404,0,256
2401,0,239
2408,0,267
2503,0,199
2506,0,191
2501,0,201
2505,0,250
2504,0,226
2507,0,290
2508,0,256
2502,0,208
2509,0,205
2609,0,293
2613,0,377
2611,0,293
2614,0,362
2604,0,264
2612,0,261
2607,0,244
2602,0,216
2605,0,265
2608,0,287
2606,0,198
2603,0,225
2601,0,273
2610,0,227
2703,0,210
2708,0,222
2707,0,241
2702,0,181
2706,0,186
2704,0,210
2701,0,190
2705,0,253
2802,0,243
2803,0,207
2801,0,181
2804,0,167
2901,0,221
2908,0,201
2902,0,216
2904,0,219
2906,0,246
2907,0,166
2905,0,263
2903,0,221
3000,0,271
3103,0,213
3102,0,201
3101,0,199
3203,0,196
3204,0,215
3202,0,186
3201,0,219
3302,0,184
3301,0,185
3412,0,229
3403,0,240
3407,0,234
3410,0,290
3401,0,211
3405,0,205
3409,0,210
3406,0,233
3408,0,262
3404,0,230
3402,0,233
3411,0,230
3502,0,188
3503,0,203
3501,0,194
3627,0,247
3618,0,197
3606,0,281
3603,0,231
3614,0,267
3624,0,236
3621,0,216
3604,0,191
3615,0,201
3610,0,278
3602,0,193
3616,0,223
3605,0,287
3607,0,304
3611,0,241
3601,0,179
3620,0,216
3608,0,322
3619,0,271
3626,0,224
3609,0,276
3613,0,176
3617,0,183
3612,0,234
3625,0,204
3623,0,221
3622,0,237
3712,0,353
3709,0,274
3710,0,238
3707,0,233
3705,0,256
3708,0,221
3706,0,270
3711,0,217
3703,0,266
3702,0,264
3704,0,275
3713,0,269
3701,0,293
3800,0,205
3913,0,278
3914,0,240
3901,0,259
3902,0,233
3904,0,278
3912,0,245
3916,0,289
3911,0,382
3907,0,273
3915,0,258
3910,0,225
3908,0,226
3903,0,255
3906,0,231
3909,0,304
3905,0,221
4002,0,232
4001,0,250
4005,0,293
4004,0,237
4003,0,267
4103,0,216
4101,0,197
4104,0,200
4102,0,183
4105,0,223
4205,0,236
4212,0,313
4209,0,240
4206,0,250
4204,0,190
4213,0,267
4215,0,227
4207,0,344
4214,0,340
4203,0,239
4208,0,211
4210,0,242
4202,0,268
4211,0,285
4217,0,263
4201,0,289
4218,0,278
4216,0,217
4401,0,147
4402,0,144
4502,0,208
4504,0,191
4503,0,188
4506,0,313
4501,0,195
4505,0,193
4507,0,181
4600,0,222
4701,0,181
4709,0,210
4702,0,219
4704,0,200
4706,0,218
4707,0,219
4708,0,220
4705,0,219
4703,0,216
4802,0,224
4818,0,257
4828,0,212
4803,0,175
4820,0,195
4829,0,218
4827,0,222
4805,0,223
4834,0,200
4830,0,225
4832,0,237
4809,0,195
4833,0,259
4826,0,177
4824,0,229
4804,0,188
4825,0,274
4836,0,217
4812,0,202
4817,0,214
4816,0,149
4806,0,212
4823,0,254
4813,0,223
4835,0,278
4811,0,227
4822,0,160
4821,0,282
4801,0,180
4815,0,201
4807,0,211
4814,0,217
4808,0,158
4831,0,188
4810,0,242
4819,0,223
4903,0,214
4901,0,164
4904,0,201
4902,0,186
5000,0,184
5104,0,246
5111,0,247
5105,0,250
5106,0,211
5102,0,247
5108,0,223
5110,0,232
5109,0,197
5103,0,333
5107,0,231
5101,0,249
5305,0,167
5306,0,194
5301,0,213
5304,0,159
5303,0,182
5309,0,198
5302,0,191
5310,0,184
5308,0,204
5307,0,187
5401,0,201
5402,0,191
5403,0,187
5504,0,287
5506,0,229
5501,0,187
5502,0,191
5505,0,252
5508,0,210
5503,0,205
5507,0,229
5600,0,132
6098,0,18
6698,0,57
6998,0,25
7298,0,945
7898,0,32
